Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
1-01785-7502,2205 3 AVENUE,HARLEM-EAST,RR  -CONRENT,64,2008,35564,1263233,543774,719459,5754000,2018
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-CONDOMINIUM,20,2008,16136,305454,109886,195568,1396004,2012
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,20,2008,16136,295450,102625,192825,1376004,2013
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-CONDOMINIUM,20,2008,16136,299000,106175,192825,1380000,2014
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-CONDOMINIUM,20,2008,16136,317072,127958,189114,1406998,2015
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,20,2008,16136,363060,163135,199925,1567996,2016
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,20,2008,16136,384682,173139,211543,1690993,2017
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4  -ELEVATOR,20,2008,16136,416309,161360,254949,1975992,2018
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4  -ELEVATOR,20,2008,16136,452938,178626,274312,2215000,2019
1-01823-7503,111 WEST 113 STREET,HARLEM-CENTRAL,R4-ELEVATOR,12,2008,9375,283500,65063,218437,1662997,2013
1-01823-7503,111 WEST 113 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,12,2008,9375,319313,89906,229407,1748999,2014
1-01823-7503,111 WEST 113 STREET,HARLEM-CENTRAL,R4-ELEVATOR,12,2008,9375,333844,85594,248250,1986004,2016
1-01823-7503,111 WEST 113 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,9375,417469,82781,334688,2694000,2018
1-01823-7503,111 WEST 113 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,9375,429469,76781,352688,2864000,2019
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-CONDOMINIUM,28,2008,25211,333794,156812,176982,1140001,2012
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-ELEVATOR,28,2008,25211,543801,146980,396821,1710002,2013
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-CONDOMINIUM,28,2008,25211,488589,131097,357492,2587004,2014
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-CONDOMINIUM,28,2008,25211,485816,92524,393292,2911008,2015
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-ELEVATOR,28,2008,25211,622207,223874,398333,3175006,2016
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-ELEVATOR,28,2008,25211,646914,274548,372366,2979006,2017
1-01847-7503,2101 FREDERICK DOUGLASS BLVD.,MANHATTAN VALLEY,R4  -ELEVATOR,28,2008,25211,715236,225386,489850,3844004,2018
1-01847-7503,2101 FREDERICK DOUGLASS BLVD.,MANHATTAN VALLEY,R4  -ELEVATOR,28,2008,25211,795407,200175,595232,4834004,2019
1-01852-7501,808 COLUMBUS AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,359,2008,362220,12083659,3691022,8392637,63365000,2012
1-01852-7502,801 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),RR-CONDOMINIUM,100,2008,77882,2998457,1004678,1993779,15589000,2012
1-01852-7502,801 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),RR-CONRENTAL,100,2008,77882,3245343,1409664,1835679,13979000,2013
1-01852-7502,801 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),RR-CONDOMINIUM,100,2008,77882,3292072,1441596,1850476,14110000,2014
1-01852-7502,801 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),RR  -CONRENT,100,2008,77882,4543636,1306081,3237555,26294000,2019
1-01871-7501,245 WEST 99 STREET,UPPER WEST SIDE (96-116),R4-ELEVATOR,68,2008,152422,8185061,2911260,5273801,42201001,2016
1-01871-7501,245 WEST 99 STREET,UPPER WEST SIDE (96-116),R4-ELEVATOR,68,2008,152422,8791701,3034722,5756979,46052003,2017
1-01871-7501,245 WEST 99 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,68,2008,152422,8649949,2856388,5793561,46632001,2018
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,26,2008,28300,624015,218476,405539,4484000,2012
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-ELEVATOR,26,2008,28300,714575,229230,485345,3685001,2013
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,26,2008,28300,644391,208854,435537,3249001,2014
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,26,2008,28300,700991,243663,457328,3525000,2015
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-ELEVATOR,26,2008,28300,818153,299131,519022,4152997,2016
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-ELEVATOR,26,2008,28300,891167,342147,549020,4391998,2017
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,26,2008,33126,1007693,333248,674445,5330000,2018
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,26,2008,33126,1128603,369686,758917,6163997,2019
1-01928-7506,2280 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,89,2008,109191,2672996,1203285,1469711,11012998,2012
1-01929-7504,2300 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,44,2008,55379,1160190,439155,721035,5818358,2012
1-01929-7504,2300 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-ELEVATOR,44,2008,55379,1196186,391530,804656,5945005,2013
1-01929-7504,2300 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,44,2008,55379,964702,167798,796904,5612999,2014
1-01929-7504,2300 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-ELEVATOR,44,2008,55379,1285900,344457,941443,7424000,2016
1-01929-7504,2300 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-ELEVATOR,44,2008,55379,1512954,465184,1047770,8381000,2017
1-01929-7504,2300 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R4  -ELEVATOR,44,2008,55379,1540090,381008,1159082,9074000,2018
1-01929-7504,2300 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R4  -ELEVATOR,44,2008,55379,1764929,441371,1323558,10748999,2019
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,12,2008,9741,223069,85039,138030,2039000,2012
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4-ELEVATOR,12,2008,9741,214302,81922,132380,981000,2013
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,12,2008,9741,223946,85721,138225,1033000,2014
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4-ELEVATOR,12,2008,9741,263202,99066,164136,1313000,2016
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4-ELEVATOR,12,2008,9741,305088,118840,186248,1490000,2017
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,9741,323401,121373,202028,1608000,2018
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,9741,350871,112801,238070,1933000,2019
1-01953-7503,371 WEST 126 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,10203,395060,139169,255891,2055998,2018
1-01953-7503,371 WEST 126 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,10203,426996,151821,275175,2234999,2019
1-01955-7502,362 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,22,2008,25512,419162,175012,244150,1682000,2012
1-01955-7502,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,22,2008,25512,495188,215832,279356,2021006,2013
1-01955-7502,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,22,2008,25512,525037,241088,283949,2077002,2014
1-01955-7502,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,22,2008,25512,577592,251803,325789,2558008,2016
1-01955-7502,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,22,2008,25512,624534,298235,326299,2610008,2017
1-01955-7502,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,22,2008,25512,700049,305124,394925,3087004,2018
1-01955-7502,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,22,2008,25512,760513,319155,441358,3584012,2019
1-01987-7501,525 WEST 133 STREET,HARLEM-WEST,R4-CONDOMINIUM,34,2008,27897,506610,254142,252468,1810908,2012
1-01987-7501,525 WEST 133 STREET,HARLEM-WEST,R4-ELEVATOR,34,2008,27897,564914,219549,345365,2521999,2013
1-01987-7501,525 WEST 133 STREET,HARLEM-WEST,R4-CONDOMINIUM,34,2008,27897,586395,238798,347597,2552003,2014
1-01987-7501,525 WEST 133 STREET,HARLEM-WEST,R4-ELEVATOR,34,2008,27897,765215,371030,394185,3153009,2017
1-01987-7501,525 WEST 133 STREET,HARLEM-WEST,R4  -ELEVATOR,34,2008,27897,845279,319142,526137,4155010,2018
1-01987-7501,525 WEST 133 STREET,HARLEM-WEST,R4  -ELEVATOR,34,2008,27897,852811,326116,526695,4278011,2019
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,10,2008,11928,256810,85404,171406,1257000,2012
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4-ELEVATOR,10,2008,11928,258122,89460,168662,1246000,2013
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,10,2008,11928,290805,129896,160909,1237010,2015
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4-ELEVATOR,10,2008,11928,297604,113674,183930,1468010,2016
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4-ELEVATOR,10,2008,11928,339709,129419,210290,1682010,2017
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,10,2008,11928,313945,101149,212796,1654010,2018
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,10,2008,11928,345793,121427,224366,1819010,2019
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,13,2008,22052,474780,157892,316888,2323998,2012
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-ELEVATOR,13,2008,22052,492642,170241,322401,2396002,2013
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,13,2008,22052,530130,179503,350627,2396002,2014
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,13,2008,22052,551300,238162,313138,2416002,2015
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-ELEVATOR,13,2008,22052,569824,208612,361212,2890000,2016
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-ELEVATOR,13,2008,22052,661119,265065,396054,3167999,2017
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,13,2008,22052,646565,197365,449200,3536002,2018
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,13,2008,22052,674571,220520,454051,3687999,2019
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,40,2008,45699,750835,313495,437340,9190005,2012
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4-ELEVATOR,40,2008,45699,770942,394839,376103,2626004,2013
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,40,2008,45699,841319,360565,480754,3523004,2015
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4-ELEVATOR,40,2008,45699,897071,440081,456990,3498003,2016
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4-ELEVATOR,40,2008,45699,1011319,557985,453334,3578007,2017
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4  -ELEVATOR,40,2008,45699,1033711,483952,549759,4173007,2018
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4  -ELEVATOR,40,2008,45699,1127851,520512,607339,4823004,2019
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,85,2008,97370,1012648,521311,491337,6581027,2012
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR-CONRENTAL,85,2008,97370,1240494,596878,643616,6581027,2013
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,85,2008,97370,1525788,689380,836408,5914000,2015
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR-CONRENT,85,2008,97370,1771160,896778,874382,6590000,2017
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,85,2008,97370,1804266,836408,967858,7270000,2019
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR-CONRENTAL,131,2008,134053,2355311,1211839,1143472,8081000,2013
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,131,2008,134053,2352630,1190391,1162239,8219000,2014
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,131,2008,134053,2202491,1124705,1077786,7714000,2015
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR-CONRENT,131,2008,134053,2547007,1408897,1138110,8651000,2016
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,131,2008,134053,2540304,1313719,1226585,9476000,2018
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,131,2008,134053,2488024,1191731,1296293,9737000,2019
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4-CONDOMINIUM,90,2008,128643,1846027,1058732,787295,5208003,2012
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4-ELEVATOR,90,2008,128643,1718670,1004702,713968,4644011,2013
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4-CONDOMINIUM,90,2008,128643,1717384,982833,734551,4781002,2014
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4-CONDOMINIUM,90,2008,119334,1688576,1013146,675430,4643995,2015
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4-ELEVATOR,90,2008,119334,1831777,1054913,776864,5585000,2016
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4  -ELEVATOR,90,2008,119334,1868770,954672,914098,6561005,2019
2-02401-7501,367 EAST 154 STREET,MELROSE/CONCOURSE,RR-CONRENT,16,2008,8384,235758,85684,150074,1201000,2016
2-02401-7501,367 EAST 154 STREET,MELROSE/CONCOURSE,RR-CONRENT,16,2008,8384,246406,96835,149571,1196000,2017
2-02401-7501,367 EAST 154 STREET,MELROSE/CONCOURSE,RR  -CONRENT,16,2008,8384,247328,102872,144456,1163000,2018
2-02401-7501,367 EAST 154 STREET,MELROSE/CONCOURSE,RR  -CONRENT,16,2008,8384,248586,98596,149990,1218000,2019
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR-CONDOMINIUM,86,2008,87248,919594,459797,459797,55449250,2012
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR-CONRENTAL,86,2008,87248,1594893,438857,1156036,8250000,2013
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR-CONDOMINIUM,86,2008,87248,1722276,525233,1197043,8705000,2014
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR-CONDOMINIUM,86,2008,87248,2110529,841943,1268586,9747000,2015
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR-CONRENT,86,2008,87248,1800799,787849,1012950,7838000,2016
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR  -CONRENT,86,2008,87248,1929053,728521,1200532,9594000,2018
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR  -CONRENT,86,2008,87248,2009321,644763,1364558,10717000,2019
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,83,2008,70202,678853,393833,285020,1662000,2012
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONRENTAL,83,2008,70202,989848,430338,559510,2493000,2013
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,83,2008,70202,1027757,457717,570040,3827000,2014
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONRENT,83,2008,70202,1092343,549682,542661,3916000,2016
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONRENT,83,2008,70202,1055838,455611,600227,4267000,2017
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,83,2008,70202,1151313,559510,591803,4400000,2018
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,83,2008,70202,1158333,477374,680959,4966000,2019
2-02929-7501,3952 3 AVENUE,BATHGATE,RR-CONRENTAL,280,2008,291547,3635591,1857154,1778437,11283000,2013
2-02929-7501,3952 3 AVENUE,BATHGATE,RR-CONDOMINIUM,280,2008,291547,4422768,2609346,1813422,12714000,2015
2-02929-7501,3952 3 AVENUE,BATHGATE,RR-CONRENT,280,2008,291547,4606443,2676401,1930042,13990000,2016
2-02929-7501,3952 3 AVENUE,BATHGATE,RR  -CONRENT,280,2008,291547,4472331,2481065,1991266,14509000,2018
2-02929-7501,3952 3 AVENUE,BATHGATE,RR  -CONRENT,280,2008,291547,4431514,2233250,2198264,15632000,2019
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,123,2008,118497,1303467,488208,815259,5103000,2014
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,123,2008,118497,1324796,513092,811704,5155000,2015
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR-CONRENT,123,2008,118497,1521501,654103,867398,5870000,2016
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR-CONRENT,123,2008,118497,1477658,574710,902948,5991000,2017
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR  -CONRENT,123,2008,118497,1705172,853178,851994,6076000,2018
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR  -CONRENT,123,2008,118497,1555866,620924,934942,6331000,2019
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONDOMINIUM,69,2008,53311,534176,309737,224439,1309000,2012
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONRENTAL,69,2008,53311,775142,386505,388637,1964000,2013
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONDOMINIUM,69,2008,53311,725030,388637,336393,2204000,2014
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONDOMINIUM,69,2008,53311,790069,431819,358250,2496000,2015
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONRENT,69,2008,53311,779407,448879,330528,2340000,2016
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONRENT,69,2008,57227,831508,437214,394294,2772000,2017
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR  -CONRENT,69,2008,57227,883585,481851,401734,2933000,2018
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR  -CONRENT,69,2008,57227,903042,423480,479562,3449000,2019
2-03256-7501,189 WEST KINGSBRIDGE ROAD,KINGSBRIDGE/JEROME PARK,R2-CONDOMINIUM,12,2008,19603,303454,149179,154275,1045000,2012
2-03256-7501,189 WEST KINGSBRIDGE ROAD,KINGSBRIDGE/JEROME PARK,R2-WALK-UP,12,2008,19603,307963,162117,145846,999000,2013
2-03256-7501,189 WEST KINGSBRIDGE ROAD,KINGSBRIDGE/JEROME PARK,R2-CONDOMINIUM,12,2008,19603,313844,161333,152511,1052000,2014
2-03256-7501,189A WEST KINGSBRIDGE ROA,KINGSBRIDGE/JEROME PARK,R2-WALK-UP,12,2008,19603,367752,205635,162117,1229000,2016
2-03256-7501,189A WEST KINGSBRIDGE ROA,KINGSBRIDGE/JEROME PARK,R2-WALK-UP,12,2008,19603,359911,200539,159372,1204000,2017
2-03256-7501,189A WEST KINGSBRIDGE ROAD,KINGSBRIDGE/JEROME PARK,R2  -WALK-UP,12,2008,19603,358735,197794,160941,1230000,2018
2-03256-7501,189A WEST KINGSBRIDGE ROAD,KINGSBRIDGE/JEROME PARK,R2  -WALK-UP,12,2008,19603,375986,194658,181328,1373000,2019
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR-CONDOMINIUM,46,2008,50221,1074227,596123,478104,3608000,2015
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR-CONRENT,46,2008,50221,1079752,569004,510748,3982000,2016
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR-CONRENT,46,2008,50221,1076236,521294,554942,4355000,2017
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR  -CONRENT,46,2008,50221,1125955,581559,544396,4361000,2018
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR  -CONRENT,46,2008,50221,1114906,468060,646846,5047000,2019
2-05792-7501,3511 CAMBRIDGE AVENUE,RIVERDALE,RR-CONRENT,11,2008,15547,274249,122510,151739,1133000,2016
2-05792-7501,3511 CAMBRIDGE AVENUE,RIVERDALE,RR-CONRENT,11,2008,15547,297103,147386,149717,1143000,2017
2-05792-7501,3511 CAMBRIDGE AVENUE,RIVERDALE,RR  -CONRENT,11,2008,15547,299280,142721,156559,1214000,2018
2-05792-7501,3511 CAMBRIDGE AVENUE,RIVERDALE,RR  -CONRENT,11,2008,15547,315604,147852,167752,1286000,2019
3-00245-7501,360 FURMAN STREET,BROOKLYN HEIGHTS,R4-CONDOMINIUM,438,2008,628669,14824015,5016779,9807236,73057019,2012
3-00245-7501,360 FURMAN STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,438,2008,628669,15345810,5073359,10272451,77586001,2013
3-00245-7501,360 FURMAN STREET,BROOKLYN HEIGHTS,R4-CONDOMINIUM,438,2008,628669,16163080,5249386,10913694,84504019,2015
3-00245-7501,360 FURMAN STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,432,2008,628669,18614889,7342854,11272035,90198029,2016
3-00245-7501,360 FURMAN STREET,BROOKLYN HEIGHTS,R4  -ELEVATOR,432,2008,628669,24920439,9637496,15282943,124120002,2019
3-00304-7502,414 HICKS STREET,COBBLE HILL-WEST,R4-CONDOMINIUM,42,2008,41654,990949,356142,634807,6909027,2012
3-00304-7502,414 HICKS STREET,COBBLE HILL-WEST,R4-ELEVATOR,42,2008,41654,992198,257838,734360,5525009,2013
3-00304-7502,414 HICKS STREET,COBBLE HILL-WEST,R4-ELEVATOR,41,2008,41654,1039684,296160,743524,5935009,2016
3-00304-7502,414 HICKS STREET,COBBLE HILL-WEST,R4-ELEVATOR,41,2008,41654,1351672,511511,840161,6721008,2017
3-00304-7502,414 HICKS STREET,COBBLE HILL-WEST,R4  -ELEVATOR,41,2008,41737,1408206,355599,1052607,8472005,2018
3-00304-7502,414 HICKS STREET,COBBLE HILL-WEST,R4  -ELEVATOR,41,2008,41737,1531748,449090,1082658,8792998,2019
3-00757-7504,4602 6 AVENUE,SUNSET PARK,R4-CONDOMINIUM,9,2008,8171,145934,21326,124608,877002,2012
3-00757-7504,4602 6 AVENUE,SUNSET PARK,R4-ELEVATOR,9,2008,8726,140296,31703,108593,763001,2013
3-00757-7504,4602 6 AVENUE,SUNSET PARK,R4-CONDOMINIUM,9,2008,8726,196422,81588,114834,857000,2014
3-00757-7504,4602 6 AVENUE,SUNSET PARK,R4-CONDOMINIUM,9,2008,8726,200000,84904,115096,852321,2015
3-00757-7504,4602 6 AVENUE,SUNSET PARK,R4  -ELEVATOR,9,2008,8726,208551,79756,128795,1018000,2019
3-00769-7501,4721 8 AVENUE,BOROUGH PARK,R4-CONDOMINIUM,18,2008,23207,414477,60570,353907,1621508,2012
3-00769-7501,4721 8 AVENUE,BOROUGH PARK,R4-ELEVATOR,18,2008,23207,380363,142259,238104,1652000,2013
3-00769-7501,4721 8 AVENUE,BOROUGH PARK,R4-CONDOMINIUM,18,2008,23207,453465,223251,230214,1670000,2014
3-00769-7501,4721 8 AVENUE,BOROUGH PARK,R4-CONDOMINIUM,18,2008,23207,435363,188441,246922,1819999,2015
3-00769-7501,4721 8 AVENUE,BOROUGH PARK,R4-ELEVATOR,18,2008,23207,481081,207239,273842,2132003,2017
3-00769-7501,4721 8 AVENUE,BOROUGH PARK,R4  -ELEVATOR,18,2008,23207,509626,202829,306797,2389002,2019
3-00793-7503,5008 7 AVENUE,SUNSET PARK,R4-CONDOMINIUM,36,2008,32805,532425,153527,378898,2139013,2012
3-00793-7503,5008 7 AVENUE,SUNSET PARK,R4-ELEVATOR,36,2008,32805,528161,147623,380538,2626002,2013
3-00793-7503,5008 7 AVENUE,SUNSET PARK,R4-CONDOMINIUM,36,2008,32805,727943,316896,411047,3120000,2015
3-00793-7503,5008 7 AVENUE,SUNSET PARK,R4-ELEVATOR,36,2008,32805,799786,337563,462223,3697003,2017
3-00793-7503,5008 7 AVENUE,SUNSET PARK,R4  -ELEVATOR,36,2008,32805,891640,376601,515039,4146002,2019
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4-CONDOMINIUM,10,2008,5790,183018,40179,142839,1035001,2012
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4-ELEVATOR,10,2008,9029,212994,80358,132636,996001,2013
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4-CONDOMINIUM,10,2008,9029,204055,74760,129295,965000,2014
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4-ELEVATOR,10,2008,9029,275385,85956,189429,1516000,2016
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4-ELEVATOR,10,2008,9029,246131,73857,172274,1378000,2017
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4  -ELEVATOR,10,2008,9029,260848,81532,179316,1443005,2018
